# This file contains the data of final population
# of objectives = 1, # of constraints = 0, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	1.000000e+14
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
-1.031627e+00	-8.915415e-02	7.126858e-01	0.000000e+00	1	0.000000e+00
